Geography,Segment,Variety,Timeframe,Period,"Current Year Week Ending","Units Prior Year","Units Current Year","Unit Variance","Dollars Prior Year","Dollars Current Year","Dollar Variance","ASP Prior Year","ASP Current Year","ASP Variance"
"San Francisco",Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",4245173.86,3899318.03,-0.081470356,6424054.13,5433831.41,-0.154142960,1.513260550,1.393533783,-0.079118409
Seattle,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",3081478.37,2688128.01,-0.127649885,4893982.06,4166546.82,-0.148638722,1.588192896,1.549980806,-0.024060106
"South Carolina",Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",2487668.75,2334271.62,-0.061663007,2946746.41,2798149.77,-0.050427359,1.184541313,1.198725012,0.011974001
Spokane,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",401730.14,369856.36,-0.079341270,531366.48,494820.77,-0.068776845,1.322695054,1.337872788,0.011474855
"St. Louis",Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",1079945.43,972315.02,-0.099662819,1249436.68,994393.16,-0.204126807,1.156944274,1.022706773,-0.116027629
Syracuse,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",444025.45,416031.91,-0.063044904,605209.43,499265.40,-0.175053495,1.363006159,1.200065159,-0.119545315
Tampa,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",2660057.86,2665379.11,0.002000428,3063330.73,2954539.96,-0.035513883,1.151603046,1.108487700,-0.037439416
Toledo,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",723170.01,645310.17,-0.107664641,799331.06,659790.86,-0.174571216,1.105315556,1.022439901,-0.074979181
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",4400381.76,3961776.89,-0.099674279,4197290.61,3896851.82,-0.071579220,0.953846924,0.983612136,0.031205438
Wichita,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",571032.65,446014.14,-0.218934083,533135.35,457620.31,-0.141643275,0.933633729,1.026021967,0.098955549
"Total U.S.",Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",196483134.50,170441389.10,-0.132539342,227640191.40,200076759.70,-0.121083327,1.158573696,1.173874261,0.013206380
California,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",29345159.51,25483337.31,-0.131599973,38848997.12,34229889.74,-0.118899012,1.323863893,1.343226333,0.014625703
"Great Lakes",Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",19786779.77,17050879.18,-0.138269118,23548632.61,20038299.59,-0.149067383,1.190119508,1.175206238,-0.012530901
Midsouth,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",19684087.03,17422616.78,-0.114888247,23465141.78,21202699.99,-0.096417137,1.192086874,1.216964148,0.020868675
Northeast,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",29477655.38,24861212.75,-0.156608203,40893039.35,32265737.94,-0.210972370,1.387255493,1.297834432,-0.064458970
Plains,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",10145959.07,8379112.75,-0.174142859,11175399.89,9737669.75,-0.128651337,1.101463136,1.162136140,0.055084008
"South Central",Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",30000854.07,25395851.16,-0.153495727,25110765.17,22437291.57,-0.106467230,0.837001677,0.883502247,0.055556125
Southeast,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",24322519.53,22991681.61,-0.054716285,27645231.25,26483008.48,-0.042040624,1.136610507,1.151851740,0.013409372
West,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",33720120.10,28856697.54,-0.144229100,36952984.19,33682162.64,-0.088513056,1.095873445,1.167221668,0.065106262
Albany,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",697082.70,620193.25,-0.110301761,1014473.23,674745.58,-0.334880842,1.455312586,1.087960209,-0.252421631
Atlanta,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",3606698.01,3194651.42,-0.114244825,3856902.69,3385557.80,-0.122208137,1.069372229,1.059758124,-0.008990420
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",4844922.72,4211877.57,-0.130661559,6894007.53,5781543.83,-0.161366766,1.422934468,1.372676139,-0.035320199
Birmingham/Montgomery,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",1557444.59,1418056.57,-0.089497898,1722796.12,1525824.23,-0.114332674,1.106168480,1.075996726,-0.027275912
Boise,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",537556.91,507342.44,-0.056207014,730122.59,655140.42,-0.102698057,1.358223819,1.291318001,-0.049259789
Boston,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",3511722.99,2792337.81,-0.204852485,5279607.01,4054182.12,-0.232105323,1.503423539,1.451895290,-0.034273940
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",1084689.79,894710.15,-0.175146523,1251193.09,1105035.02,-0.116814960,1.153503149,1.235075989,0.070717484
Charlotte,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",1617880.39,1465334.53,-0.094287480,2067479.71,1875094.42,-0.093053048,1.277894040,1.279635734,0.001362941
Chicago,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",4406249.50,3835040.76,-0.129636040,5900927.04,4806922.02,-0.185395449,1.339217635,1.253421362,-0.064064473
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",1499676.02,1273393.41,-0.150887658,1764262.30,1464531.45,-0.169890186,1.176428965,1.150101323,-0.022379287
Columbus,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",1206664.49,1048955.66,-0.130698159,1268884.01,1188766.08,-0.063140467,1.051563232,1.133285346,0.077714883
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",7710403.80,6434171.71,-0.165520785,6368961.24,5572605.31,-0.125037019,0.826021750,0.866095212,0.048513810
Denver,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",4710490.39,4011168.20,-0.148460591,5413018.57,4732399.42,-0.125737450,1.149141199,1.179805778,0.026684779
Detroit,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",2172694.63,1908269.82,-0.121703623,2523375.21,2123281.16,-0.158555119,1.161403530,1.112673444,-0.041957929
"Grand Rapids",Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",884462.65,736539.11,-0.167246791,1295205.73,1080874.44,-0.165480498,1.464398447,1.467504478,0.002121029
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",1960789.69,1736265.18,-0.114507186,2295260.46,2058998.44,-0.102934732,1.170579625,1.185877862,0.013068942
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",1808663.22,1624991.70,-0.101550981,2778628.46,2402428.11,-0.135390665,1.536288474,1.478424849,-0.037664557
Houston,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",5814140.18,4666763.41,-0.197342468,4993137.66,3991698.56,-0.200563087,0.858792101,0.855346246,-0.004012445
Indianapolis,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",1237998.89,1068790.54,-0.136678915,1381199.57,1173691.15,-0.150237826,1.115671092,1.098148890,-0.015705526
Jacksonville,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",1029159.60,961838.37,-0.065413792,1230350.19,1209752.85,-0.016741040,1.195490175,1.257750666,0.052079467
"Las Vegas",Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",1783888.56,1538078.97,-0.137794253,1907057.39,1710867.06,-0.102875944,1.069045135,1.112340193,0.040498812
"Los Angeles",Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",13879923.70,12142206.46,-0.125196455,17198917.56,16169506.25,-0.059853262,1.239121910,1.331677755,0.074694705
Louisville,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",671953.91,523089.09,-0.221540218,655908.90,608329.30,-0.072539953,0.976121868,1.162955434,0.191403935
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",4420750.44,4315992.34,-0.023696905,5358344.10,5285586.83,-0.013578311,1.212089253,1.224651580,0.010364193
Nashville,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",1452554.03,1260950.28,-0.131908170,1465218.01,1410574.28,-0.037293923,1.008718426,1.118659714,0.108991058
"Northern New England",Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",2596807.30,2346323.93,-0.096458204,3334212.04,2773381.16,-0.168204924,1.283965907,1.182011198,-0.079406088
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",1521638.40,1377879.65,-0.094476290,1494700.16,1370576.30,-0.083042651,0.982296559,0.994699575,0.012626549
"New York",Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",10375243.25,8435138.76,-0.186993640,15123552.57,11318222.08,-0.251616177,1.457657637,1.341794417,-0.079485894
Orlando,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",2526282.50,2484071.80,-0.016708622,2890327.00,2939904.36,0.017152852,1.144102847,1.183502165,0.034436867
Peoria/Springfield,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",615448.27,531678.94,-0.136111077,701822.92,573001.93,-0.183551983,1.140344288,1.077721693,-0.054915516
Philadelphia,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",3259871.35,2811636.23,-0.137500862,4142118.64,3323968.10,-0.197519821,1.270638682,1.182218407,-0.069587269
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",6250936.16,5268820.51,-0.157114970,5397788.40,4831955.50,-0.104826803,0.863516802,0.917084856,0.062034756
Pittsburgh,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",619038.03,576858.32,-0.068137503,764817.39,693436.02,-0.093331262,1.235493391,1.202090693,-0.027035918
Portland,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",3403975.14,2749324.19,-0.192319546,4049001.88,3677119.83,-0.091845365,1.189492199,1.337463161,0.124398430
Providence,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",515251.73,419220.83,-0.186376667,765425.04,642054.53,-0.161179090,1.485536079,1.531542515,0.030969585
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",2057528.59,1867456.32,-0.092378918,2504870.76,2269610.59,-0.093921079,1.217417231,1.215348688,-0.001699124
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",1687300.72,1441701.40,-0.145557526,1823699.18,1680867.40,-0.078319815,1.080838266,1.165891495,0.078691911
Roanoke,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",937271.88,824878.69,-0.119915254,962875.82,900847.42,-0.064419936,1.027317513,1.092096856,0.063056789
Sacramento,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",2321417.06,2126202.33,-0.084092914,3409759.19,2794585.41,-0.180415609,1.468826630,1.314355349,-0.105166449
"San Diego",Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",2531615.94,2186878.17,-0.136173012,3088676.14,3066797.65,-0.007083453,1.220041355,1.402363281,0.149439137
"San Francisco",Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",4224210.10,3509202.53,-0.169264208,6669490.85,4961439.29,-0.256099244,1.578872899,1.413836692,-0.104527861
Seattle,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",2983174.06,2325532.23,-0.220450369,4543562.69,3875237.52,-0.147092758,1.523063221,1.666387361,0.094102554
"South Carolina",Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",2419691.07,2278953.05,-0.058163632,2923251.18,2698058.44,-0.077035031,1.208109256,1.183902597,-0.020036813
Spokane,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",387307.02,339135.26,-0.124376153,498107.95,465585.86,-0.065291243,1.286080367,1.372861858,0.067477502
"St. Louis",Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",1064154.26,912764.13,-0.142263334,1158532.31,983542.66,-0.151044260,1.088688317,1.077543066,-0.010237321
Syracuse,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",463057.47,407115.39,-0.120810241,614620.20,485254.19,-0.210481225,1.327308693,1.191932824,-0.101992754
Tampa,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",2585540.55,2522264.59,-0.024473008,2958545.60,2903093.81,-0.018742921,1.144265790,1.150987022,0.005873838
Toledo,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",696411.31,585386.22,-0.159424590,728515.89,653228.08,-0.103344081,1.046100019,1.115892474,0.066716809
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",4382124.38,3939640.95,-0.100974639,3935587.89,3819478.54,-0.029502415,0.898100452,0.969499145,0.079499674
Wichita,Avocados,Hass,"Last 04 Wks",6,"2021-06-13 00:00:00",587172.72,465939.55,-0.206469348,511120.36,453366.05,-0.112995532,0.870477026,0.973014728,0.117794840
"Total U.S.",Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",186079641.50,170388764.80,-0.084323446,211094740.60,194962186.50,-0.076423288,1.134432219,1.144219730,0.008627674
California,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",28916338.95,26075597.00,-0.098240028,37321920.20,35035608.41,-0.061259222,1.290686220,1.343616731,0.041009589
"Great Lakes",Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",19215916.36,16606607.69,-0.135788927,21426045.04,19678602.57,-0.081556930,1.115015523,1.184986298,0.062753185
Midsouth,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",18244479.59,15860531.39,-0.130666824,21679789.71,19396247.35,-0.105330466,1.188293127,1.222925441,0.029144588
Northeast,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",26101807.60,23723406.84,-0.091120155,35993431.61,31025559.95,-0.138021618,1.378963180,1.307803730,-0.051603590
Plains,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",10138549.91,9048277.36,-0.107537326,10432248.97,9598830.83,-0.079888636,1.028968547,1.060846219,0.030980220
"South Central",Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",27267092.53,25650194.58,-0.059298510,22951636.41,22327820.41,-0.027179587,0.841733910,0.870473724,0.034143587
Southeast,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",23771589.41,22057636.36,-0.072100902,25670696.09,23938785.48,-0.067466445,1.079889764,1.085283350,0.004994570
West,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",32423867.14,31366513.62,-0.032610346,35618972.56,33960731.49,-0.046554995,1.098541775,1.082706606,-0.014414718
Albany,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",589879.05,564718.25,-0.042654161,886839.84,654692.36,-0.261769333,1.503426569,1.159325662,-0.228877761
Atlanta,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",3453071.05,3009857.64,-0.128353400,3453167.92,3231995.56,-0.064049116,1.000028054,1.073803467,0.073773344
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",4464895.96,3709233.44,-0.169245270,6359886.26,5221009.18,-0.179071925,1.424419810,1.407570936,-0.011828587
Birmingham/Montgomery,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",1478197.49,1355771.89,-0.082820871,1538689.04,1398835.16,-0.090891583,1.040922505,1.031762914,-0.008799494
Boise,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",542160.34,533402.80,-0.016153052,682079.55,676873.35,-0.007632827,1.258077161,1.268972250,0.008660112
Boston,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",3035727.14,2634807.89,-0.132066957,4690642.70,4000766.70,-0.147074942,1.545146349,1.518428236,-0.017291639
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",970366.83,766469.72,-0.210123747,1111721.40,948759.42,-0.146585268,1.145671272,1.237830277,0.080441054
Charlotte,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",1463377.98,1266947.24,-0.134231036,1883634.01,1702309.42,-0.096263174,1.287182144,1.343630869,0.043854496
Chicago,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",4401693.92,3564389.92,-0.190223132,5412409.41,4751503.04,-0.122109456,1.229619665,1.333048051,0.084114128
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",1471540.57,1193120.21,-0.189203319,1546768.49,1446779.35,-0.064643895,1.051121881,1.212601496,0.153625966
Columbus,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",1190268.29,955796.71,-0.196990525,1172511.87,1101440.12,-0.060614950,0.985082004,1.152379064,0.169830592
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",7188601.60,6363282.33,-0.114809431,5862055.64,5458339.62,-0.068869360,0.815465368,0.857786805,0.051898509
Denver,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",4438543.86,4357651.71,-0.018224928,4931323.80,4806708.13,-0.025270225,1.111022884,1.103050094,-0.007176081
Detroit,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",2119422.93,1813406.65,-0.144386606,2280554.19,2098249.40,-0.079938811,1.076026003,1.157076046,0.075323498
"Grand Rapids",Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",793674.39,778119.10,-0.019599079,1139878.43,1092567.12,-0.041505579,1.436204126,1.404112963,-0.022344431
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",1742060.69,1563632.55,-0.102423603,2024824.79,1798069.01,-0.111987853,1.162315875,1.149930656,-0.010655639
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",1634636.70,1545637.48,-0.054445874,2475067.52,2261717.08,-0.086199846,1.514139208,1.463290786,-0.033582395
Houston,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",5304609.51,4835696.90,-0.088397196,4471217.81,4153185.24,-0.071128846,0.842892921,0.858859710,0.018942844
Indianapolis,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",1203581.26,1087388.44,-0.096539241,1215051.16,1190828.14,-0.019935807,1.009529813,1.095126724,0.084788889
Jacksonville,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",1008704.54,951261.06,-0.056947773,1170418.36,1086053.29,-0.072081123,1.160318318,1.141698456,-0.016047202
"Las Vegas",Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",1765825.72,1750571.75,-0.008638433,1859285.14,1713922.16,-0.078182188,1.052926753,0.979064217,-0.070149739
"Los Angeles",Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",13880708.03,12458708.76,-0.102444290,16737456.20,16104130.41,-0.037838832,1.205807093,1.292600278,0.071979329
Louisville,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",596829.11,512786.37,-0.140815422,617917.90,572920.67,-0.072820726,1.035334711,1.117269689,0.079138637
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",4390880.64,4203076.04,-0.042771509,5025026.39,4676695.24,-0.069319266,1.144423364,1.112683948,-0.027733981
Nashville,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",1338666.98,1165212.02,-0.129572899,1293539.11,1320820.08,0.021090177,0.966288952,1.133544850,0.173090976
"Northern New England",Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",2290186.47,2337512.95,0.020664902,3163964.44,2875560.73,-0.091152640,1.381531364,1.230179593,-0.109553627
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",1476897.48,1345961.83,-0.088655885,1398612.93,1270814.29,-0.091375275,0.946993918,0.944168152,-0.002983933
"New York",Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",9020654.64,8288277.15,-0.081188952,12796765.34,11004174.18,-0.140081584,1.418607169,1.327679322,-0.064096565
Orlando,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",2626599.68,2491679.12,-0.051367004,2834351.93,2627693.94,-0.072911905,1.079095516,1.054587612,-0.022711524
Peoria/Springfield,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",590210.03,520600.39,-0.117940457,614498.11,532279.66,-0.133797725,1.041151598,1.022434244,-0.017977549
Philadelphia,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",2894755.18,2541723.08,-0.121955770,3546593.21,2968357.57,-0.163039743,1.225178986,1.167852466,-0.046790323
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",5885114.15,5606014.14,-0.047424741,5380593.90,4669821.96,-0.132099161,0.914271799,0.833002174,-0.088890006
Pittsburgh,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",633663.61,525322.41,-0.170975893,715452.85,600172.79,-0.161128796,1.129073589,1.142484655,0.011877938
Portland,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",3218993.98,3124501.52,-0.029354656,3878006.67,3701067.03,-0.045626439,1.204726290,1.184530401,-0.016763881
Providence,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",461975.81,413218.85,-0.105540081,737573.65,665678.50,-0.097475222,1.596563356,1.610958700,0.009016456
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",1924633.74,1743362.79,-0.094184647,2354789.44,2095107.13,-0.110278356,1.223500027,1.201761985,-0.017767096
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",1552504.98,1295095.38,-0.165802752,1680749.88,1455866.90,-0.133799199,1.082605149,1.124138745,0.038364491
Roanoke,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",880168.24,767538.75,-0.127963594,878656.69,810224.87,-0.077882318,0.998282657,1.055614287,0.057430258
Sacramento,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",2335331.45,2194201.54,-0.060432497,3231616.46,3028572.94,-0.062830327,1.383793492,1.380261972,-0.002552057
"San Diego",Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",2462887.56,2285754.42,-0.071920921,2992137.67,3042064.80,0.016686107,1.214890079,1.330879979,0.095473576
"San Francisco",Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",4095794.79,3443429.43,-0.159276867,6270008.22,5304450.20,-0.153996292,1.530840419,1.540455615,0.006280992
Seattle,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",2914602.42,2474028.28,-0.151160973,4342763.46,4040884.84,-0.069513025,1.490002012,1.633322009,0.096187787
"South Carolina",Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",2248798.43,1945577.21,-0.134836994,2626941.72,2406056.82,-0.084084430,1.168153482,1.236680204,0.058662430
Spokane,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",384097.38,372182.10,-0.031021500,495791.55,495262.93,-0.001066229,1.290796507,1.330700549,0.030914278
"St. Louis",Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",1025244.34,930749.46,-0.092168152,1056126.46,942010.18,-0.108051719,1.030121722,1.012098551,-0.017496156
Syracuse,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",412534.11,356382.72,-0.136113342,535289.04,437489.96,-0.182703303,1.297563080,1.227584671,-0.053930641
Tampa,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",2633894.84,2467112.40,-0.063321601,2850806.86,2599290.21,-0.088226479,1.082354094,1.053575918,-0.026588505
Toledo,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",675455.50,549485.78,-0.186495954,660609.24,625060.79,-0.053811625,0.978020372,1.137537682,0.163102236
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",4009776.27,4135090.39,0.031252148,3710878.04,3480898.13,-0.061974527,0.925457628,0.841794930,-0.090401436
Wichita,Avocados,Hass,"Last 04 Wks",7,"2021-07-11 00:00:00",563041.60,473898.90,-0.158323465,479812.12,451750.61,-0.058484384,0.852178814,0.953263668,0.118619300
"Total U.S.",Avocados,Hass,"Last 04 Wks",8,"2021-08-08 00:00:00",181257020.80,163755167.10,-0.096558211,194329078.40,181343378.90,-0.066823244,1.072118904,1.107405538,0.032912985
California,Avocados,Hass,"Last 04 Wks",8,"2021-08-08 00:00:00",27996518.69,25946282.30,-0.073231834,36534194.50,33423736.52,-0.085138266,1.304954909,1.288189812,-0.012847261
"Great Lakes",Avocados,Hass,"Last 04 Wks",8,"2021-08-08 00:00:00",19111556.22,16528530.52,-0.135155174,19716521.48,18173927.18,-0.078238664,1.031654422,1.099548878,0.065811239
Midsouth,Avocados,Hass,"Last 04 Wks",8,"2021-08-08 00:00:00",18274995.23,15390924.05,-0.157815154,19484923.24,18217305.41,-0.065056342,1.066206748,1.183639485,0.110140680
Northeast,Avocados,Hass,"Last 04 Wks",8,"2021-08-08 00:00:00",26175915.14,22335983.33,-0.146697137,32146595.25,28258548.69,-0.120947383,1.228098238,1.265158031,0.030176571
Plains,Avocados,Hass,"Last 04 Wks",8,"2021-08-08 00:00:00",9071472.31,8283372.43,-0.086876733,9103079.15,8619257.01,-0.053149284,1.003484202,1.040549254,0.036936359
"South Central",Avocados,Hass,"Last 04 Wks",8,"2021-08-08 00:00:00",25744884.38,24700757.98,-0.040556655,21273530.05,20633919.53,-0.030066027,0.826320668,0.835355722,0.010934078
Southeast,Avocados,Hass,"Last 04 Wks",8,"2021-08-08 00:00:00",22895543.50,21089791.41,-0.078869152,22406821.85,22286343.24,-0.005376872,0.978654289,1.056736068,0.079784843
West,Avocados,Hass,"Last 04 Wks",8,"2021-08-08 00:00:00",31986135.28,29479525.12,-0.078365521,33663412.87,31730341.33,-0.057423517,1.052437645,1.076351847,0.022722679
Albany,Avocados,Hass,"Last 04 Wks",8,"2021-08-08 00:00:00",616903.70,558210.31,-0.095141892,762936.60,595147.89,-0.219924844,1.236719122,1.066171429,-0.137903336
Atlanta,Avocados,Hass,"Last 04 Wks",8,"2021-08-08 00:00:00",3612646.44,2966145.80,-0.178954861,3374223.17,3100699.55,-0.081062693,0.934003155,1.045363163,0.119228728
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",8,"2021-08-08 00:00:00",4456918.82,3608658.86,-0.190324301,5622182.38,4888232.50,-0.130545371,1.261450480,1.354584262,0.073830708
Birmingham/Montgomery,Avocados,Hass,"Last 04 Wks",8,"2021-08-08 00:00:00",1503897.55,1249108.18,-0.169419370,1398045.55,1295204.52,-0.073560573,0.929614887,1.036903404,0.115411789
Boise,Avocados,Hass,"Last 04 Wks",8,"2021-08-08 00:00:00",540970.06,496536.06,-0.082137623,659164.45,623179.83,-0.054591267,1.218486018,1.255054518,0.030011424
